Entry	Entry name	Entry name	Protein names	Gene names	Organism	Gene names  (synonym )	Gene names  (primary )
Q5H9B9	BM2KL	bm2kl	Putative BMP-2-inducible kinase-like protein	BMP2KL	Homo sapiens (Human)		BMP2KL
O43683	BUB1	bub1	Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A)	BUB1 BUB1L	Homo sapiens (Human)	BUB1L	BUB1
P51813	BMX	bmx	Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38)	BMX	Homo sapiens (Human)		BMX
P15056	BRAF	braf	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)	BRAF BRAF1 RAFB1	Homo sapiens (Human)	BRAF1 RAFB1	BRAF
O00311	CDC7	cdc7	Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1)	CDC7 CDC7L1	Homo sapiens (Human)	CDC7L1	CDC7
Q8NCB2	CAMKV	camkv	CaM kinase-like vesicle-associated protein	CAMKV	Homo sapiens (Human)		CAMKV
Q15131	CDK10	cdk10	Cyclin-dependent kinase 10 (EC 2.7.11.22) (Cell division protein kinase 10) (Serine/threonine-protein kinase PISSLRE)	CDK10	Homo sapiens (Human)		CDK10
P50613	CDK7	cdk7	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	Homo sapiens (Human)	CAK CAK1 CDKN7 MO15 STK1	CDK7
P42772	CDN2B	cdn2b	Cyclin-dependent kinase 4 inhibitor B (Multiple tumor suppressor 2) (MTS-2) (p14-INK4b) (p15-INK4b) (p15INK4B)	CDKN2B MTS2	Homo sapiens (Human)	MTS2	CDKN2B
P21127	CD11B	cd11b	Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1)	CDK11B CDC2L1 CDK11 PITSLREA PK58	Homo sapiens (Human)	CDC2L1 CDK11 PITSLREA PK58	CDK11B
Q9H5V8	CDCP1	cdcp1	CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318)	CDCP1 TRASK UNQ2486/PRO5773	Homo sapiens (Human)	TRASK	CDCP1
O14519	CDKA1	cdka1	Cyclin-dependent kinase 2-associated protein 1 (CDK2-associated protein 1) (Deleted in oral cancer 1) (DOC-1) (Putative oral cancer suppressor)	CDK2AP1 CDKAP1 DOC1	Homo sapiens (Human)	CDKAP1 DOC1	CDK2AP1
Q00532	CDKL1	cdkl1	Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE)	CDKL1	Homo sapiens (Human)		CDKL1
Q92772	CDKL2	cdkl2	Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE)	CDKL2	Homo sapiens (Human)		CDKL2
Q8IVW4	CDKL3	cdkl3	Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE)	CDKL3 NKIAMRE	Homo sapiens (Human)	NKIAMRE	CDKL3
Q49MI3	CERKL	cerkl	Ceramide kinase-like protein	CERKL	Homo sapiens (Human)		CERKL
Q07002	CDK18	cdk18	Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3)	CDK18 PCTAIRE3 PCTK3	Homo sapiens (Human)	PCTAIRE3 PCTK3	CDK18
Q00526	CDK3	cdk3	Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3)	CDK3 CDKN3	Homo sapiens (Human)	CDKN3	CDK3
P50750	CDK9	cdk9	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	CDK9 CDC2L4 TAK	Homo sapiens (Human)	CDC2L4 TAK	CDK9
P49918	CDN1C	cdn1c	Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2)	CDKN1C KIP2	Homo sapiens (Human)	KIP2	CDKN1C
P42773	CDN2C	cdn2c	Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6)	CDKN2C CDKN6	Homo sapiens (Human)	CDKN6	CDKN2C
Q16543	CDC37	cdc37	"Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]"	CDC37 CDC37A	Homo sapiens (Human)	CDC37A	CDC37
Q14004	CDK13	cdk13	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	Homo sapiens (Human)	CDC2L CDC2L5 CHED KIAA1791	CDK13
Q96Q40	CDK15	cdk15	Cyclin-dependent kinase 15 (EC 2.7.11.22) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein) (Cell division protein kinase 15) (Serine/threonine-protein kinase ALS2CR7) (Serine/threonine-protein kinase PFTAIRE-2)	CDK15 ALS2CR7 PFTK2	Homo sapiens (Human)	ALS2CR7 PFTK2	CDK15
Q00536	CDK16	cdk16	Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)	CDK16 PCTAIRE1 PCTK1	Homo sapiens (Human)	PCTAIRE1 PCTK1	CDK16
P11802	CDK4	cdk4	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	CDK4	Homo sapiens (Human)		CDK4
Q00535	CDK5	cdk5	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5	Homo sapiens (Human)	CDKN5	CDK5
P46527	CDN1B	cdn1b	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	CDKN1B KIP1	Homo sapiens (Human)	KIP1	CDKN1B
Q9UQ88	CD11A	cd11a	Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2)	CDK11A CDC2L2 CDC2L3 PITSLREB	Homo sapiens (Human)	CDC2L2 CDC2L3 PITSLREB	CDK11A
Q15078	CD5R1	cd5r1	"Cyclin-dependent kinase 5 activator 1 (CDK5 activator 1) (Cyclin-dependent kinase 5 regulatory subunit 1) (TPKII regulatory subunit) [Cleaved into: Cyclin-dependent kinase 5 activator 1, p35 (p35); Cyclin-dependent kinase 5 activator 1, p25 (p25) (Tau protein kinase II 23 kDa subunit) (p23)]"	CDK5R1 CDK5R NCK5A	Homo sapiens (Human)	CDK5R NCK5A	CDK5R1
Q5MAI5	CDKL4	cdkl4	Cyclin-dependent kinase-like 4 (EC 2.7.11.22)	CDKL4	Homo sapiens (Human)		CDKL4
O76039	CDKL5	cdkl5	Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)	CDKL5 STK9	Homo sapiens (Human)	STK9	CDKL5
P38936	CDN1A	cdn1a	Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21)	CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	Homo sapiens (Human)	CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	CDKN1A
Q13319	CD5R2	cd5r2	Cyclin-dependent kinase 5 activator 2 (CDK5 activator 2) (Cyclin-dependent kinase 5 regulatory subunit 2) (p39) (p39I)	CDK5R2 NCK5AI	Homo sapiens (Human)	NCK5AI	CDK5R2
Q9NYV4	CDK12	cdk12	"Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)"	CDK12 CRK7 CRKRS KIAA0904	Homo sapiens (Human)	CRK7 CRKRS KIAA0904	CDK12
O94921	CDK14	cdk14	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1)	CDK14 KIAA0834 PFTK1	Homo sapiens (Human)	KIAA0834 PFTK1	CDK14
Q9BWU1	CDK19	cdk19	Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase)	CDK19 CDC2L6 CDK11 KIAA1028	Homo sapiens (Human)	CDC2L6 CDK11 KIAA1028	CDK19
P06493	CDK1	cdk1	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	CDK1 CDC2 CDC28A CDKN1 P34CDC2	Homo sapiens (Human)	CDC2 CDC28A CDKN1 P34CDC2	CDK1
Q8IZL9	CDK20	cdk20	Cyclin-dependent kinase 20 (EC 2.7.11.22) (CDK-activating kinase p42) (CAK-kinase p42) (Cell cycle-related kinase) (Cell division protein kinase 20) (Cyclin-dependent protein kinase H) (Cyclin-kinase-activating kinase p42)	CDK20 CCRK CDCH	Homo sapiens (Human)	CCRK CDCH	CDK20
Q00534	CDK6	cdk6	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	CDK6 CDKN6	Homo sapiens (Human)	CDKN6	CDK6
P49336	CDK8	cdk8	Cyclin-dependent kinase 8 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 8) (Mediator complex subunit CDK8) (Mediator of RNA polymerase II transcription subunit CDK8) (Protein kinase K35)	CDK8	Homo sapiens (Human)		CDK8
Q16667	CDKN3	cdkn3	Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48) (CDK2-associated dual-specificity phosphatase) (Cyclin-dependent kinase interactor 1) (Cyclin-dependent kinase-interacting protein 2) (Kinase-associated phosphatase)	CDKN3 CDI1 CIP2 KAP	Homo sapiens (Human)	CDI1 CIP2 KAP	CDKN3
Q00537	CDK17	cdk17	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)	CDK17 PCTAIRE2 PCTK2	Homo sapiens (Human)	PCTAIRE2 PCTK2	CDK17
P24941	CDK2	cdk2	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)	CDK2 CDKN2	Homo sapiens (Human)	CDKN2	CDK2
O75956	CDKA2	cdka2	Cyclin-dependent kinase 2-associated protein 2 (CDK2-associated protein 2) (DOC-1-related protein) (DOC-1R)	CDK2AP2 DOC1R	Homo sapiens (Human)	DOC1R	CDK2AP2
P55273	CDN2D	cdn2d	Cyclin-dependent kinase 4 inhibitor D (p19-INK4d)	CDKN2D	Homo sapiens (Human)		CDKN2D
P42771	CDN2A	cdn2a	Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A)	CDKN2A CDKN2 MTS1	Homo sapiens (Human)	CDKN2 MTS1	CDKN2A
O96017	CHK2	chk2	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	CHEK2 CDS1 CHK2 RAD53	Homo sapiens (Human)	CDS1 CHK2 RAD53	CHEK2
P49760	CLK2	clk2	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	CLK2	Homo sapiens (Human)		CLK2
P49761	CLK3	clk3	Dual specificity protein kinase CLK3 (EC 2.7.12.1) (CDC-like kinase 3)	CLK3	Homo sapiens (Human)		CLK3
Q96Q77	CIB3	cib3	Calcium and integrin-binding family member 3 (Kinase-interacting protein 3) (KIP 3)	CIB3 KIP3	Homo sapiens (Human)	KIP3	CIB3
Q99828	CIB1	cib1	Calcium and integrin-binding protein 1 (CIB) (Calcium- and integrin-binding protein) (CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein) (KIP) (SNK-interacting protein 2-28) (SIP2-28)	CIB1 CIB KIP PRKDCIP	Homo sapiens (Human)	CIB KIP PRKDCIP	CIB1
P49759	CLK1	clk1	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	CLK1 CLK	Homo sapiens (Human)	CLK	CLK1
P33552	CKS2	cks2	Cyclin-dependent kinases regulatory subunit 2 (CKS-2)	CKS2	Homo sapiens (Human)		CKS2
Q9BW66	CINP	cinp	Cyclin-dependent kinase 2-interacting protein (CDK2-interacting protein)	CINP	Homo sapiens (Human)		CINP
Q969H4	CNKR1	cnkr1	Connector enhancer of kinase suppressor of ras 1 (Connector enhancer of KSR 1) (CNK homolog protein 1) (CNK1) (hCNK1) (Connector enhancer of KSR-like)	CNKSR1 CNK1	Homo sapiens (Human)	CNK1	CNKSR1
O14757	CHK1	chk1	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	CHEK1 CHK1	Homo sapiens (Human)	CHK1	CHEK1
P35790	CHKA	chka	Choline kinase alpha (CK) (EC 2.7.1.32) (CHETK-alpha) (Ethanolamine kinase) (EK) (EC 2.7.1.82)	CHKA CHK CKI	Homo sapiens (Human)	CHK CKI	CHKA
Q8TCT0	CERK1	cerk1	Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4)	CERK KIAA1646	Homo sapiens (Human)	KIAA1646	CERK
Q9Y259	CHKB	chkb	Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB)	CHKB CHETK CHKL	Homo sapiens (Human)	CHETK CHKL	CHKB
O75838	CIB2	cib2	Calcium and integrin-binding family member 2 (Kinase-interacting protein 2) (KIP 2)	CIB2 KIP2	Homo sapiens (Human)	KIP2	CIB2
Q9HAZ1	CLK4	clk4	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)	CLK4	Homo sapiens (Human)		CLK4
P61024	CKS1	cks1	Cyclin-dependent kinases regulatory subunit 1 (CKS-1)	CKS1B CKS1 PNAS-143 PNAS-16	Homo sapiens (Human)	CKS1	CKS1B
Q6P9H4	CNKR3	cnkr3	Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein)	CNKSR3 MAGI1	Homo sapiens (Human)	MAGI1	CNKSR3
Q13057	COASY	coasy	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	COASY PSEC0106	Homo sapiens (Human)		COASY
Q8NI60	COQ8A	coq8a	"Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)"	COQ8A ADCK3 CABC1 PP265	Homo sapiens (Human)	ADCK3 CABC1	COQ8A
Q7Z7J9	CK2N1	ck2n1	Calcium/calmodulin-dependent protein kinase II inhibitor 1 (CaMKII inhibitory protein alpha) (CaMKIIN-alpha)	CAMK2N1	Homo sapiens (Human)		CAMK2N1
Q5EBM0	CMPK2	cmpk2	"UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6)"	CMPK2	Homo sapiens (Human)		CMPK2
Q92989	CLP1	clp1	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	CLP1 HEAB	Homo sapiens (Human)	HEAB	CLP1
Q96S95	CK2N2	ck2n2	Calcium/calmodulin-dependent protein kinase II inhibitor 2 (CaM-KII inhibitory protein) (CaM-KIIN)	CAMK2N2	Homo sapiens (Human)		CAMK2N2
Q8WXI2	CNKR2	cnkr2	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	CNKSR2 CNK2 KIAA0902 KSR2	Homo sapiens (Human)	CNK2 KIAA0902 KSR2	CNKSR2
P19784	CSK22	csk22	Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)	CSNK2A2 CK2A2	Homo sapiens (Human)	CK2A2	CSNK2A2
Q96D53	COQ8B	coq8b	"Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)"	COQ8B ADCK4	Homo sapiens (Human)	ADCK4	COQ8B
Q68DQ2	CRBG3	crbg3	Very large A-kinase anchor protein (vlAKAP) (Beta/gamma crystallin domain-containing protein 3)	CRYBG3	Homo sapiens (Human)		CRYBG3
Q6JBY9	CPZIP	cpzip	CapZ-interacting protein (Protein kinase substrate CapZIP) (RCSD domain-containing protein 1)	RCSD1 CAPZIP	Homo sapiens (Human)	CAPZIP	RCSD1
Q8NEV1	CSK23	csk23	Casein kinase II subunit alpha 3 (CK II alpha 3) (EC 2.7.11.1) (Casein kinase II alpha 1 polypeptide pseudogene)	CSNK2A3 CSNK2A1P	Homo sapiens (Human)	CSNK2A1P	CSNK2A3
O14578	CTRO	ctro	Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)	CIT CRIK KIAA0949 STK21	Homo sapiens (Human)	CRIK KIAA0949 STK21	CIT
O14936	CSKP	cskp	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)	CASK LIN2	Homo sapiens (Human)	LIN2	CASK
P41240	CSK	csk	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL)	CSK	Homo sapiens (Human)		CSK
Q9UBU7	DBF4A	dbf4a	Protein DBF4 homolog A (Activator of S phase kinase) (Chiffon homolog A) (DBF4-type zinc finger-containing protein 1)	DBF4 ASK DBF4A ZDBF1	Homo sapiens (Human)	ASK DBF4A ZDBF1	DBF4
Q8N568	DCLK2	dclk2	Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)	DCLK2 DCAMKL2 DCDC3B DCK2	Homo sapiens (Human)	DCAMKL2 DCDC3B DCK2	DCLK2
Q9BQY9	DBND2	dbnd2	Dysbindin domain-containing protein 2 (Casein kinase-1 binding protein) (CK1BP) (HSMNP1)	DBNDD2 C20orf35	Homo sapiens (Human)	C20orf35	DBNDD2
P68400	CSK21	csk21	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CSNK2A1 CK2A1	Homo sapiens (Human)	CK2A1	CSNK2A1
P67870	CSK2B	csk2b	Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a)	CSNK2B CK2N G5A	Homo sapiens (Human)	CK2N G5A	CSNK2B
O43293	DAPK3	dapk3	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase)	DAPK3 ZIPK	Homo sapiens (Human)	ZIPK	DAPK3
Q9UIK4	DAPK2	dapk2	Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1)	DAPK2	Homo sapiens (Human)		DAPK2
Q8WVC6	DCAKD	dcakd	Dephospho-CoA kinase domain-containing protein	DCAKD	Homo sapiens (Human)		DCAKD
O75912	DGKI	dgki	Diacylglycerol kinase iota (DAG kinase iota) (EC 2.7.1.107) (Diglyceride kinase iota) (DGK-iota)	DGKI	Homo sapiens (Human)		DGKI
P52824	DGKQ	dgkq	Diacylglycerol kinase theta (DAG kinase theta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta)	DGKQ DAGK4	Homo sapiens (Human)	DAGK4	DGKQ
Q9Y4B6	DCAF1	dcaf1	DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein)	DCAF1 KIAA0800 RIP VPRBP	Homo sapiens (Human)	KIAA0800 RIP VPRBP	DCAF1
Q08345	DDR1	ddr1	Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	Homo sapiens (Human)	CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	DDR1
P53355	DAPK1	dapk1	Death-associated protein kinase 1 (DAP kinase 1) (EC 2.7.11.1)	DAPK1 DAPK	Homo sapiens (Human)	DAPK	DAPK1
O15075	DCLK1	dclk1	Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)	DCLK1 DCAMKL1 DCDC3A KIAA0369	Homo sapiens (Human)	DCAMKL1 DCDC3A KIAA0369	DCLK1
Q9C098	DCLK3	dclk3	Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (Doublecortin domain-containing protein 3C) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3)	DCLK3 DCAMKL3 DCDC3C KIAA1765	Homo sapiens (Human)	DCAMKL3 DCDC3C KIAA1765	DCLK3
Q16760	DGKD	dgkd	Diacylglycerol kinase delta (DAG kinase delta) (EC 2.7.1.107) (130 kDa diacylglycerol kinase) (Diglyceride kinase delta) (DGK-delta)	DGKD KIAA0145	Homo sapiens (Human)	KIAA0145	DGKD
Q8NFT6	DBF4B	dbf4b	Protein DBF4 homolog B (Activator of S phase kinase-like protein 1) (ASK-like protein 1) (Chiffon homolog B) (Dbf4-related factor 1)	DBF4B ASKL1 DRF1	Homo sapiens (Human)	ASKL1 DRF1	DBF4B
P49619	DGKG	dgkg	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (Diglyceride kinase gamma) (DGK-gamma)	DGKG DAGK3	Homo sapiens (Human)	DAGK3	DGKG
P23743	DGKA	dgka	Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)	DGKA DAGK DAGK1	Homo sapiens (Human)	DAGK DAGK1	DGKA
Q86XP1	DGKH	dgkh	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107) (Diglyceride kinase eta) (DGK-eta)	DGKH	Homo sapiens (Human)		DGKH
P27707	DCK	dck	Deoxycytidine kinase (dCK) (EC 2.7.1.74)	DCK	Homo sapiens (Human)		DCK
Q16832	DDR2	ddr2	"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)"	DDR2 NTRKR3 TKT TYRO10	Homo sapiens (Human)	NTRKR3 TKT TYRO10	DDR2
Q09013	DMPK	dmpk	Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase)	DMPK DM1PK MDPK	Homo sapiens (Human)	DM1PK MDPK	DMPK
P52429	DGKE	dgke	Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon)	DGKE DAGK5	Homo sapiens (Human)	DAGK5	DGKE
Q5KSL6	DGKK	dgkk	Diacylglycerol kinase kappa (DAG kinase kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa) (DGK-kappa)	DGKK	Homo sapiens (Human)		DGKK
Q13574	DGKZ	dgkz	Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (Diglyceride kinase zeta) (DGK-zeta)	DGKZ DAGK6	Homo sapiens (Human)	DAGK6	DGKZ
O60496	DOK2	dok2	Docking protein 2 (Downstream of tyrosine kinase 2) (p56(dok-2))	DOK2	Homo sapiens (Human)		DOK2
Q8TEW6	DOK4	dok4	Docking protein 4 (Downstream of tyrosine kinase 4) (Insulin receptor substrate 5) (IRS-5) (IRS5)	DOK4	Homo sapiens (Human)		DOK4
Q18PE1	DOK7	dok7	Protein Dok-7 (Downstream of tyrosine kinase 7)	DOK7 C4orf25	Homo sapiens (Human)	C4orf25	DOK7
Q9P104	DOK5	dok5	Docking protein 5 (Downstream of tyrosine kinase 5) (Insulin receptor substrate 6) (IRS-6) (IRS6)	DOK5 C20orf180	Homo sapiens (Human)	C20orf180	DOK5
Q99956	DUS9	dus9	Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4)	DUSP9 MKP4	Homo sapiens (Human)	MKP4	DUSP9
Q9Y6T7	DGKB	dgkb	Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta)	DGKB DAGK2 KIAA0718	Homo sapiens (Human)	DAGK2 KIAA0718	DGKB
